		名詞	
まいんどぶろーいんぐ	赤眼催眠	名詞	永：鈴仙 5面--HL
まいんどべんでぃんぐ	マインドベンディング	名詞	緋非：鈴仙の必殺技
まうんてん・おぶ・ふぇいす	「マウンテン・オブ・フェイス」	名詞	風：神奈子 6面EN--
まうんてん・おぶ・ふぇいす	マウンテン・オブ・フェイス	名詞	風：神奈子 6面EN--
まうんてんえこー	響符「マウンテンエコー」	名詞	神：響子 2面EN--
まうんてんえこー	マウンテンエコー	名詞	神：響子 2面EN--
まうんてんえこーすくらんぶる	響符「マウンテンエコースクランブル」	名詞	神：響子 2面--HL
まうんてんえこーすくらんぶる	マウンテンエコースクランブル	名詞	神：響子 2面--HL
まうんてんおぶふぇいす	「マウンテン・オブ・フェイス」	名詞	風：神奈子 6面EN--
まうんてんおぶふぇいす	マウンテン・オブ・フェイス	名詞	風：神奈子 6面EN--
まえりべりー	マエリベリー	名	
まえりべりー・はーん	マエリベリー・ハーン	人名	音楽CD
まえりべりーはーん	マエリベリー・ハーン	人名	音楽CD
まかいちほうとしえそてりあ	魔界地方都市エソテリア	名詞	星蓮船：5面テーマ
まかいちょうのようこう	魔法「魔界蝶の妖香」	名詞	星：白蓮 6面EN--
まかいちょうのようこう	魔界蝶の妖香	名詞	星：白蓮 6面EN--
まかがみ	魔鏡	名詞	靈異伝：15面 Elis、Kikuriのテーマ / 幺樂団5：Tr.09
まぎcしょぽfらspべrry	Magic Shop of Raspberry	名詞	幻想郷：未使用曲(Extraテーマ) / 幺樂団1：Tr.27
まぎかぁんでょぺぇss	Magical and Hopeless	名詞	トルテルマジック：シューのテーマ
まぎこfぃふぇ	Magic of Life	名詞	オリジナル
まきょう	魔鏡	名詞	靈異伝：15面 Elis、Kikuriのテーマ / 幺樂団5：Tr.09
まぐまのりょうせいるい	「マグマの両生類」	名詞	非：諏訪子のストーリースペル
まぐまのりょうせいるい	マグマの両生類	名詞	非：諏訪子のストーリースペル
まさいこうのしゃんはいにんぎょう	咒詛「魔彩光の上海人形」	名詞	妖：アリス 3面ENH-
まさいこうのしゃんはいにんぎょう	魔彩光の上海人形	名詞	妖：アリス 3面ENH-
まさかどくらいしす	野符「将門クライシス」	名詞	永：慧音 3面-N--
まさかどくらいしす	将門クライシス	名詞	永：慧音 3面-N--
まじかるr360	魔符「マジカルＲ３６０」	名詞	非：魔理沙のストーリースペル
まじかるr360	マジカルＲ３６０	名詞	非：魔理沙のストーリースペル
まじかるあーる360	魔符「マジカルＲ３６０」	名詞	非：魔理沙のストーリースペル
まじかるあーる360	マジカルＲ３６０	名詞	非：魔理沙のストーリースペル
まじかるあんどほーぷれす	Magical and Hopeless	名詞	トルテルマジック：シューのテーマ
まじかるさんぱいさいりようぼむ	マジカル産廃再利用ボム	名詞	非：魔理沙の必殺技
まじかるすとーむ	マジカルストーム	名詞	輝針城：4面テーマ
まじしゃん	マジシャン	名詞	
まじっくあぶそーばー	マジックアブソーバー	名詞	輝：魔理沙B(霊力吸収型)のボム
まじっくおぶらいふ	Magic of Life	名詞	オリジナル
まじっくきのこ	「マジックキノコ」	名詞	心：システムカード
まじっくきのこ	マジックキノコ	名詞	心：システムカード
まじっくしょっぷおぶらずべりー	Magic Shop of Raspberry	名詞	幻想郷：未使用曲(Extraテーマ) / 幺樂団1：Tr.27
まじっくすたーそーど	マジックスターソード	名詞	緋非：咲夜の必殺技
まじっくどれいんみさいる	マジックドレインミサイル	名詞	輝：魔理沙B(霊力吸収型)の低速ショット
まじっくなぱーむ	マジックナパーム	名詞	妖：魔理沙A(魔符)の低速ショット
まじっくばたふらい	魔法「マジックバタフライ」	名詞	星：白蓮 6面--HL
まじっくばたふらい	マジックバタフライ	名詞	星：白蓮 6面--HL
まじっくぽーしょん	「マジックポーション」	名詞	非：システムカード
まじっくぽーしょん	マジックポーション	名詞	非：システムカード
まじっくみさいる	マジックミサイル	名詞	紅：魔理沙A(魔符)のショット / 妖：魔理沙A(魔符)の高速ショット / 神：魔理沙の低速ショット
まじゅつしめりー	魔術師メリー	名詞	蓮台野夜行：Tr.06
ましょ	魔所	名詞	萃夢想：シナリオ曲
まじょうせんけつ	符の参「魔浄閃結」	名詞	萃：霊夢のストーリースペル
まじょうせんけつ	魔浄閃結	名詞	萃：霊夢のストーリースペル
まじょたちのぶとうかい	魔女達の舞踏会	名詞	萃夢想：魔理沙(夜)のテーマ // [Magus] 秋霜玉：Extraボス・魔理沙のテーマ
まじょたちのぶとうかい	魔女達の舞踏会　～ Magus	名詞	秋霜玉：Extraボス・魔理沙のテーマ // 萃夢想：魔理沙(夜)のテーマ
まじょのほうき	「魔女の箒」	名詞	心：システムカード
まじょのほうき	魔女の箒	名詞	心：システムカード
まじんふくしょう	大魔法「魔神復誦」	名詞	星：白蓮 6面ENHL
まじんふくしょう	魔神復誦	名詞	星：白蓮 6面ENHL
ますたーすぱーく	恋符「マスタースパーク」	名詞	(魔スペ) 紅：B(恋符) / 妖：B(恋符)低速 / 永：4B面EN--、自機 / 星：A(貫通型) / 神：ボム / 萃：壱符A / 緋非心：自機
ますたーすぱーく	マスタースパーク	名詞	(魔スペ) (恋符)紅：B/妖：B低速/永：4B面EN--、自/星：A/神：ボム/萃：壱符A/緋非心：自//(符の参)萃：ストーリー
ますたーすぱーく	符の参「マスタースパーク」	名詞	萃：魔理沙のストーリースペル
ますたーすぱーくのようなかいちゅうでんとう	恋符「マスタースパークのような懐中電灯」	名詞	妖精：Extra 魔理沙
ますたーすぱーくのようなかいちゅうでんとう	マスタースパークのような懐中電灯	名詞	妖精：Extra 魔理沙
ますぱ	マスパ	名詞	
まつくらねむ	松倉ねむ	人名	三月精第一部の漫画担当
まつよいはんしゃえいせいざん	「待宵反射衛星斬」	名詞	永：妖夢 LastWord
まつよいはんしゃえいせいざん	待宵反射衛星斬	名詞	永：妖夢 LastWord
まなつのすのーまん	真夏のスノーマン	名詞	非：チルノの必殺技
まにあかlpりんせss	Maniacal Princess	名詞	夢時空：小兎姫のテーマ / 幺樂団4：Tr.07
まにあかるぷりんせす	Maniacal Princess	名詞	夢時空：小兎姫のテーマ / 幺樂団4：Tr.07
まぬけみこのにせちょうぶく	変化「まぬけ巫女の偽調伏」	名詞	神：マミゾウ Extra
まぬけみこのにせちょうぶく	まぬけ巫女の偽調伏	名詞	神：マミゾウ Extra
まほうぎんがけい	光魔「魔法銀河系」	名詞	星：白蓮 6面--HL
まほうぎんがけい	魔法銀河系	名詞	星：白蓮 6面--HL
まほうけっせん	魔法決戦！　～ Fight it out!	名詞	夢時空：CPU7人目のテーマ / 幺樂団4：Tr.11
まほうしょうあい	魔法鐘愛	名詞	夢時空：夢美デモのテーマ / 幺樂団4：Tr.14
まほうしょうじょじゅうじぐん	魔法少女十字軍	名詞	蓮台野夜行：Tr.09 / 秋霜玉：5面ボス・エーリッヒのテーマ
まほうしょうじょじゅうじぐん	魔法少女十字軍　～ Little Little Crusader	名詞	秋霜玉：5面ボス・エーリッヒのテーマ(アレンジver) // 秋霜玉：5面ボス・エーリッヒのテーマ / 蓮台野夜行：Tr.09
まほうしょうじょたちのひゃくねんさい	魔法少女達の百年祭	名詞	紅魔郷：Extraテーマ
まほうじん	魔法陣　～ Magic Square	名詞	怪綺談：1面ボス・サラのテーマ / 幺樂団2：Tr.03
まほうつかいのゆううつ	魔法使いの憂鬱	名詞	GoM：Tr.01
まほうのもり	魔法の森	地名	
まぼろしのつき	波符「幻の月（インビジブルハーフムーン）」	名詞	文：4-6 鈴仙
まぼろしのつき	波符「幻の月」	名詞	文：4-6 鈴仙
まぼろしのつき	幻の月（インビジブルハーフムーン）	名詞	文：4-6 鈴仙
まぼろしのつき	幻の月	名詞	文：4-6 鈴仙
まみぞう	二ッ岩マミゾウ	人名	神：Exボス / 心：自機
まみぞう	マミゾウ	名	
まみぞうかだんまくじっへんげ	「マミゾウ化弾幕十変化」	名詞	神：マミゾウ Extra
まみぞうかだんまくじっへんげ	マミゾウ化弾幕十変化	名詞	神：マミゾウ Extra
まみぞうかだんまくじゅうへんげ	「マミゾウ化弾幕十変化」	名詞	神：マミゾウ Extra
まみぞうかだんまくじゅうへんげ	マミゾウ化弾幕十変化	名詞	神：マミゾウ Extra
まめつぶだいのはりじごく	鬼符「豆粒大の針地獄」	名詞	DS：6-4 萃香
まめつぶだいのはりじごく	豆粒大の針地獄	名詞	DS：6-4 萃香
まもりのかなめ	守りの要	名詞	緋非：天子の必殺技
まよいが	迷い家	名詞	
まよいのちくりん	迷いの竹林	地名	
まよなかのこーらすますたー	夜雀「真夜中のコーラスマスター」	名詞	永：ミスティア 2面-NHL
まよなかのこーらすますたー	真夜中のコーラスマスター	名詞	永：ミスティア 2面-NHL
まよなかのふぇありーだんす	真夜中のフェアリーダンス	名詞	妖精大戦争：3面テーマ / 三月精(第三部)第2巻：Tr.02
まよわずいきたじんれい	迷わず生きた人霊	名詞	緋非：小町の必殺技
まりさ	霧雨魔理沙	人名	紅妖萃花風緋地星非神心輝：自機 / 永：自機、4中ボス、4ボス / 文：書籍 / DS：Ex / 妖精：Exボス
まりさ	魔理沙	名	
まりすほう	マリス砲	名詞	
まりょく	魔力	名詞	
まりょくのらいうん	魔力の雷雲	名詞	輝針城：Extraテーマ
まるちぷりけいてぃぶへっど	飛頭「マルチプリケイティブヘッド」	名詞	輝：赤蛮奇 2面 EN--
まるちぷりけいてぃぶへっど	マルチプリケイティブヘッド	名詞	輝：赤蛮奇 2面 EN--
まんげつのかちょうえん	変化「満月の花鳥園」	名詞	心：マミゾウのストーリースペル
まんげつのかちょうえん	満月の花鳥園	名詞	心：マミゾウのストーリースペル
まんげつのちくりん	満月の竹林	名詞	輝針城：3面テーマ
まんげつのとおぼえ	咆哮「満月の遠吠え」	名詞	輝：影狼 3面 --HL
まんげつのとおぼえ	満月の遠吠え	名詞	輝：影狼 3面 --HL
まんげつのぽんぽこりん	狢符「満月のポンポコリン」	名詞	神：マミゾウ Extra
まんげつのぽんぽこりん	満月のポンポコリン	名詞	神：マミゾウ Extra
まんじゅしゃげ	曼珠沙華	名詞	
まんねんおきかさにごちゅういを	万年置き傘にご注意を	名詞	星蓮船：2面ボス・小傘のテーマ
まんねんおきがさにごちゅういを	万年置き傘にご注意を	名詞	星蓮船：2面ボス・小傘のテーマ
みあずますうぃーぷ	ミアズマスウィープ	名詞	萃：魔理沙 / 緋非：魔理沙の必殺技
みあれ	御阿礼	名詞	
みあれのこ	御阿礼の子	名詞	
みがわりにんぎょう	「身代わり人形」	名詞	非：システムカード
みがわりにんぎょう	身代わり人形	名詞	非：システムカード
みこ	豊聡耳神子	人名	神：6ボス / 心：自機
みこ	神子	名	
みこしのにゅうどうぐも	積乱「見越し入道雲」	名詞	心：一輪＆雲山のスペル
みこしのにゅうどうぐも	見越し入道雲	名詞	心：一輪＆雲山のスペル
みことのりをうけてはかならずつつしめ	「詔を承けては必ず慎め」	名詞	心：神子 LastWord
みことのりをうけてはかならずつつしめ	詔を承けては必ず慎め	名詞	心：神子 LastWord
みさまり	ミサマリ	名詞	
みさやまみかりしんじ	贄符「御射山御狩神事」	名詞	風：神奈子 6面EN--
みさやまみかりしんじ	御射山御狩神事	名詞	風：神奈子 6面EN--
みしかるりんぐ	鉄輪「ミシカルリング」	名詞	DS：11-6 諏訪子
みしかるりんぐ	ミシカルリング	名詞	DS：11-6 諏訪子
みしゃぐじさま	ミシャグジ様	名詞	
みしゃぐじさま	祟符「ミシャグジさま」	名詞	風：諏訪子 Extra
みしゃぐじさま	ミシャグジさま	名詞	風：諏訪子 Extra
みしゃぐじさま	土着神「御射軍神さま」	名詞	DS：11-8 諏訪子
みしゃぐじさま	御射軍神さま	名詞	DS：11-8 諏訪子
みしゃぐじさまのたたり	ミシャグジさまの祟り	名詞	非：諏訪子の必殺技
みしゃぐちさま	祟り神「赤口（ミシャグチ）さま」	名詞	非：諏訪子のスペル
みしゃぐちさま	赤口（ミシャグチ）さま	名詞	非：諏訪子のスペル
みしょうのひかり	未生の光	名詞	萃：幽々子 / 緋非：幽々子の必殺技
みずえのりゅうぎょ	水得の龍魚	名詞	非：衣玖の必殺技
みずがえるかみ	水蛙神	名詞	非：諏訪子の必殺技
みずがえるしん	水蛙神	名詞	非：諏訪子の必殺技
みすちっくどりーむ	Mystic Dream	名詞	怪綺談：スタッフロールテーマ / 幺樂団2：Tr.21
みすてぃあ	ミスティア・ローレライ	人名	永：2中ボス、2ボス / 花：自機 / 文：書籍
みすてぃあ	ミスティア	名	
みすてぃあ・ろーれらい	ミスティア・ローレライ	人名	永：2中ボス、2ボス / 花：自機 / 文：書籍
みすてぃあろーれらい	ミスティア・ローレライ	人名	永：2中ボス、2ボス / 花：自機 / 文：書籍
みすでぃれくしょん	奇術「ミスディレクション」	名詞	紅：咲夜 5面EN--
みすでぃれくしょん	ミスディレクション	名詞	紅：咲夜 5面EN-- // 妖：咲夜B(時符)の高速ショット / 非：咲夜の必殺技
みすてりあすじゃっく	ミステリアスジャック	名詞	永：咲夜のショット / 花：咲夜 ボスアタック
みすてりあすじゃっく	時符「ミステリアスジャック」	名詞	花：咲夜 ボスアタック
みすてりあすそんぐ	鳥符「ミステリアスソング」	名詞	花：ミスティア ボスアタック
みすてりあすそんぐ	ミステリアスソング	名詞	花：ミスティア ボスアタック
みすてりあすびーむ	光符「ミステリアスビーム」	名詞	妖精：Extra 魔理沙
みすてりあすびーむ	ミステリアスビーム	名詞	妖精：Extra 魔理沙
みすてりうむ	新難題「ミステリウム」	名詞	文：9-8 輝夜
みすてりうむ	ミステリウム	名詞	文：9-8 輝夜
みすとれいく	ミストレイク	名詞	輝針城：1面テーマ
みずのえのうらしまこ	瑞江浦嶋子	名詞	
みずのえのうらのしまこ	瑞江浦嶋子	名詞	
みずのえのうらのしまことごしきのずいき	蓬莱「瑞江浦嶋子と五色の瑞亀」	名詞	文：Ex-6 妹紅
みずのえのうらのしまことごしきのずいき	瑞江浦嶋子と五色の瑞亀	名詞	文：Ex-6 妹紅
みずのえのうらのしまことごしょくのずいき	蓬莱「瑞江浦嶋子と五色の瑞亀」	名詞	文：Ex-6 妹紅
みずのえのうらのしまことごしょくのずいき	瑞江浦嶋子と五色の瑞亀	名詞	文：Ex-6 妹紅
みずのえのうらのしまのこ	瑞江浦嶋子	名詞	
みずのえのうらのしまのことごしきのずいき	蓬莱「瑞江浦嶋子と五色の瑞亀」	名詞	文：Ex-6 妹紅
みずのえのうらのしまのことごしきのずいき	瑞江浦嶋子と五色の瑞亀	名詞	文：Ex-6 妹紅
みずのえのうらのしまのことごしょくのずいき	蓬莱「瑞江浦嶋子と五色の瑞亀」	名詞	文：Ex-6 妹紅
みずのえのうらのしまのことごしょくのずいき	瑞江浦嶋子と五色の瑞亀	名詞	文：Ex-6 妹紅
みずばくだいかいてん	ミズバク大回転	名詞	心：にとりの必殺技
みずはし	水橋	姓	
みずはしぱるすぃ	水橋パルスィ	人名	地：2中ボス、2ボス / DS：Lv2
みすふぉーちゅんずほいーる	悪霊「ミスフォーチュンズホイール」	名詞	風：雛 2面EN--
みすふぉーちゅんずほいーる	ミスフォーチュンズホイール	名詞	風：雛 2面EN--
みぜらぶるふぇいと	運命「ミゼラブルフェイト」	名詞	緋：レミリアの自機・ストーリースペル / 非：レミリアのスペル
みぜらぶるふぇいと	ミゼラブルフェイト	名詞	緋：レミリアの自機・ストーリースペル / 非：レミリアのスペル
みそぎがわのたいせき	厄野「禊川の堆積」	名詞	DS：2-4 雛
みそぎがわのたいせき	禊川の堆積	名詞	DS：2-4 雛
みだれおみくじれんぞくびき	神籤「乱れおみくじ連続引き」	名詞	非：早苗のスペル
みだれおみくじれんぞくびき	乱れおみくじ連続引き	名詞	非：早苗のスペル
みだんのたましい	未断の魂	名詞	花：妖夢のExショット
みちづれあんかー	転覆「道連れアンカー」	名詞	星：水蜜 4面EN--
みちづれあんかー	道連れアンカー	名詞	星：水蜜 4面EN--
みちのはなみちのたび	未知の花　魅知の旅	名詞	ZUN's Music Collection vol.5.5 (2011年5月8日 例大祭8) // 未知の花　魅知の旅：Tr.01
みっしんぐぱーぷるぱわー	鬼神「ミッシングパープルパワー」	名詞	萃：萃香の弐符C / 緋：萃香の自機・ストーリースペル / 非：萃香のスペル
みっしんぐぱーぷるぱわー	ミッシングパープルパワー	名詞	萃：萃香の弐符C / 緋：萃香の自機・ストーリースペル / 非：萃香のスペル
みっしんぐぱわー	鬼符「ミッシングパワー」	名詞	萃：萃香の壱符C / 緋非：萃香のスペル / DS：6-8 萃香
みっしんぐぱわー	ミッシングパワー	名詞	萃：萃香の壱符C / 緋非：萃香のスペル / DS：6-8 萃香
みっどないとばーど	夜符「ミッドナイトバード」	名詞	文：1-4 ルーミア
みっどないとばーど	ミッドナイトバード	名詞	文：1-4 ルーミア
みとのみつくに	葵符「水戸の光圀」	名詞	文：3-6 慧音
みとのみつくに	水戸の光圀	名詞	文：3-6 慧音
みどりいろのめをしたみえないかいぶつ	嫉妬「緑色の目をした見えない怪物」	名詞	地：パルスィ 2面--HL
みどりいろのめをしたみえないかいぶつ	緑色の目をした見えない怪物	名詞	地：パルスィ 2面--HL
みどりのさなとりうむ	緑のサナトリウム	名詞	伊弉諾物質：Tr.01
みどりめのじぇらしー	緑眼のジェラシー	名詞	地霊殿：2面ボス・パルスィのテーマ
みなみつ	村紗水蜜	人名	星：4ボス / DS：Lv7
みなみつ	水蜜	名	
みにはっけろ	ミニ八卦炉	名詞	
みのりこ	秋穣子	人名	風：1ボス / DS：Lv1
みのりこ	穣子	名	
みのりやすいますたーすぱーく	邪恋「実りやすいマスタースパーク」	名詞	緋：魔理沙の自機・ストーリースペル / 非：魔理沙のスペル
みのりやすいますたーすぱーく	実りやすいマスタースパーク	名詞	緋：魔理沙の自機・ストーリースペル / 非：魔理沙のスペル
みま	魅魔	人名	靈(Mima名義)：地獄10ボス / 封：5ボス / 夢怪：自機
みみずく	木菟	名詞	
みみずくほうこう	声符「木菟咆哮」	名詞	永：ミスティア 2面--HL
みみずくほうこう	木菟咆哮	名詞	永：ミスティア 2面--HL
みみちゃん	ミミちゃん	名詞	夢：ED
みみなしほういち	怨霊「耳無し芳一」	名詞	輝：弁々：4面A EN--
みみなしほういち	耳無し芳一	名詞	輝：弁々：4面A EN--
みやこ	宮古	姓	
みやこよしか	宮古芳香	人名	神：3ボス、(4ボスのオプション)
みやまおろし	深山颪	名詞	地：霊夢C(文)のショット
みょうれん	聖命蓮	人名	
みょうれん	命蓮	名	
みょうれんじ	命蓮寺	名詞	
みらいえいごうざん	人鬼「未来永劫斬」	名詞	永：妖夢の自機ラストスペル / 萃：妖夢の弐符A / 緋非：妖夢のスペル
みらいえいごうざん	未来永劫斬	名詞	永：妖夢の自機ラストスペル / 萃：妖夢の弐符A / 緋非：妖夢のスペル
みらいすいようばざー	未来水妖バザー	名詞	
みらいぶんらく	人形「未来文楽」	名詞	緋非：アリスのスペル
みらいぶんらく	未来文楽	名詞	緋非：アリスのスペル
みらくるふるーつ	奇跡「ミラクルフルーツ」	名詞	地：早苗 Extra
みらくるふるーつ	ミラクルフルーツ	名詞	地：早苗 Extra
みりびょうぱるさー	星符「ミリ秒パルサー」	名詞	心：魔理沙のストーリースペル
みりびょうぱるさー	ミリ秒パルサー	名詞	心：魔理沙のストーリースペル
みりょくてきなしじゅうけっかい	結界「魅力的な四重結界」	名詞	萃：紫の弐符A / 緋非：紫のスペル
みりょくてきなしじゅうけっかい	魅力的な四重結界	名詞	萃：紫の弐符A / 緋非：紫のスペル
みるきーうぇい	魔符「ミルキーウェイ」	名詞	妖：魔理沙A(魔符)の低速ボム / 永：魔理沙 4B面EN--
みるきーうぇい	ミルキーウェイ	名詞	妖：魔理沙A(魔符)の低速ボム / 永：魔理沙 4B面EN--
みれにあむのきゅうけつき	「ミレニアムの吸血鬼」	名詞	非：レミリアのスペル
みれにあむのきゅうけつき	ミレニアムの吸血鬼	名詞	非：レミリアのスペル
みれんがましいきんばくれい	恨符「未練がましい緊縛霊」	名詞	緋非：小町のスペル
みれんがましいきんばくれい	未練がましい緊縛霊	名詞	緋非：小町のスペル
みれんみしゃくえん	桜花「未練未酌宴」	名詞	萃：幽々子のストーリースペル
みれんみしゃくえん	未練未酌宴	名詞	萃：幽々子のストーリースペル
みれんみしゃくのうたげ	桜花「未練未酌宴」	名詞	萃：幽々子のストーリースペル
みれんみしゃくのうたげ	未練未酌宴	名詞	萃：幽々子のストーリースペル
みわくのえさ	魅惑のエサ	名詞	緋非：紫の必殺技
むいしきのいでんし	深層「無意識の遺伝子」	名詞	地：こいし Extra
むいしきのいでんし	無意識の遺伝子	名詞	地：こいし Extra
むいむさくのみょうばつ	畜趣剣「無為無策の冥罰」	名詞	妖：妖夢 5面EN--
むいむさくのみょうばつ	無為無策の冥罰	名詞	妖：妖夢 5面EN--
むいむさくのめいばつ	畜趣剣「無為無策の冥罰」	名詞	妖：妖夢 5面EN--
むいむさくのめいばつ	無為無策の冥罰	名詞	妖：妖夢 5面EN--
むーんすてぃるねす	月光「ムーンスティルネス」	名詞	妖精：C2-2 ルナチャイルド
むーんすてぃるねす	ムーンスティルネス	名詞	妖精：C2-2 ルナチャイルド
むーんらいとうぉーる	障光「ムーンライトウォール」	名詞	妖精：B2-2 ルナチャイルド
むーんらいとうぉーる	ムーンライトウォール	名詞	妖精：B2-2 ルナチャイルド
むーんらいとれい	月符「ムーンライトレイ」	名詞	紅：ルーミア 1面--HL
むーんらいとれい	ムーンライトレイ	名詞	紅：ルーミア 1面--HL
むえんづか	無縁塚	地名	
むかう	無何有	名詞	
むかうじょうか	「無何有浄化」	名詞	永：慧音 LastWord
むかうじょうか	無何有浄化	名詞	永：慧音 LastWord
むかうのきょう	無何有の郷　～ Deep Mountain	名詞	妖々夢：1面テーマ
むかうのさと	無何有の郷　～ Deep Mountain	名詞	妖々夢：1面テーマ
むかしばなしわんだーらんど	昔話わんだーらんど	名詞	封魔録：スタッフロールテーマ / 幺樂団3：Tr.15
むげつ	夢月	人名	幻：Extraボス
むげんいせき	夢幻遺跡	名詞	
むげんかいろう	夢幻回廊	名詞	オリジナル
むげんかん	夢幻館	名詞	
むけんじごく	無間地獄	名詞	
むげんじょうのれーざー	光符「無限条のレーザー」	名詞	心：神子のストーリースペル
むげんじょうのれーざー	無限条のレーザー	名詞	心：神子のストーリースペル
むけんのかね	無間の鐘　～ Infinite Nightmare	名詞	DS：取材のテーマ4 / 未知の花　魅知の旅：Tr.02
むげんのかね	無間の鐘　～ Infinite Nightmare	名詞	DS：取材のテーマ4 / 未知の花　魅知の旅：Tr.02
むげんのこうそくきがんふだ	御札「夢幻の高速祈願札」	名詞	心：霊夢のストーリースペル
むげんのこうそくきがんふだ	夢幻の高速祈願札	名詞	心：霊夢のストーリースペル
むげんのちょうこうそくひこうたい	外力「無限の超高速飛行体」	名詞	萃：紫のストーリースペル
むげんのちょうこうそくひこうたい	無限の超高速飛行体	名詞	萃：紫のストーリースペル
むけんのはざま	地獄「無間の狭間」	名詞	緋非：小町のスペル
むけんのはざま	無間の狭間	名詞	緋非：小町のスペル
むげんのはざま	地獄「無間の狭間」	名詞	緋非：小町のスペル
むげんのはざま	無間の狭間	名詞	緋非：小町のスペル
むけんのみち	無間の道	名詞	緋非：小町の必殺技
むげんのみち	無間の道	名詞	緋非：小町の必殺技
むげんゆうぎ	夢幻遊戯　～ Dream War	名詞	夢時空：理香子のテーマ / 幺樂団4：Tr.09
むこうがわのつき	向こう側の月	名詞	大空魔術：Tr.10
むしのしらせ	蟲の知らせ	名詞	
むしのしらせさーびす	蟲の知らせサービス	名詞	
むじひなおはらいぼう	妖器「無慈悲なお祓い棒」	名詞	輝：霊夢A(回避重視型)のボム
むじひなおはらいぼう	無慈悲なお祓い棒	名詞	輝：霊夢A(回避重視型)のボム
むじゃきなぼうし	「無邪気な帽子」	名詞	心：システムカード
むじゃきなぼうし	無邪気な帽子	名詞	心：システムカード
むじゅこくへのやくそくてがた	寿命「无寿国への約束手形」	名詞	萃：幽々子の弐符C / 緋非：幽々子のスペル
むじゅこくへのやくそくてがた	无寿国への約束手形	名詞	萃：幽々子の弐符C / 緋非：幽々子のスペル
むじゅのくにへのやくそくてがた	寿命「无寿国への約束手形」	名詞	萃：幽々子の弐符C / 緋非：幽々子のスペル
むじゅのくにへのやくそくてがた	无寿国への約束手形	名詞	萃：幽々子の弐符C / 緋非：幽々子のスペル
むじゅのゆめ	霊符「无寿の夢」	名詞	萃：幽々子の壱符C / 緋非：幽々子のスペル
むじゅのゆめ	无寿の夢	名詞	萃：幽々子の壱符C / 緋非：幽々子のスペル
むそうあくうけつ	夢符「夢想亜空穴」	名詞	DS：Ex-7 霊夢
むそうあくうけつ	夢想亜空穴	名詞	DS：Ex-7 霊夢
むそうじくう	夢想時空	名詞	怪綺談：2面テーマ / 幺樂団2：Tr.04
むそうてんせい	「夢想天生」	名詞	永：霊夢 LastWord / 緋非：霊夢のスペル / 心：霊夢 LastWord
むそうてんせい	夢想天生	名詞	永：霊夢 LastWord / 緋非：霊夢のスペル / 心：霊夢 LastWord
むそうふういん	霊符「夢想封印」	名詞	紅：霊夢A(霊符)ボム / 花：霊夢 C3 / 星：霊夢B(超誘導型)ボム / 神：霊夢ボム / 心：霊夢スペル / 輝：霊夢B(バランス型)ボム
むそうふういん	夢想封印	名詞	(霊夢スペ) (霊符) 紅：A / 花：C3 / 星：B(超誘導型) / 神：ボム / 心：自機 / 輝：B(バランス型) //(神霊) 萃：弐符A / 緋非：自機
むそうふういん	神霊「夢想封印」	名詞	萃：霊夢の弐符A / 緋非：霊夢のスペル
むそうふういんえん	霊符「夢想封印　円」	名詞	非：霊夢のストーリースペル
むそうふういんえん	夢想封印　円	名詞	非：霊夢のストーリースペル
むそうふういんさび	散霊「夢想封印　寂」	名詞	永：霊夢 4A面--HL
むそうふういんさび	夢想封印　寂	名詞	永：霊夢 4A面--HL
むそうふういんさん	霊符「夢想封印　‐散‐」	名詞	妖：霊夢A(霊符)の高速ボム // 永：霊夢 4A面EN--
むそうふういんさん	夢想封印　‐散‐	名詞	妖：霊夢A(霊符)の高速ボム // 永：霊夢 4A面EN--
むそうふういんさん	霊符「夢想封印　散」	名詞	妖：霊夢A(霊符)の高速ボム // 永：霊夢 4A面EN--
むそうふういんさん	夢想封印　散	名詞	妖：霊夢A(霊符)の高速ボム // 永：霊夢 4A面EN--
むそうふういんじゃく	散霊「夢想封印　寂」	名詞	永：霊夢 4A面--HL
むそうふういんじゃく	夢想封印　寂	名詞	永：霊夢 4A面--HL
むそうふういんしゅう	霊符「夢想封印　‐集‐」	名詞	妖：霊夢A(霊符)の低速ボム // 永：霊夢 4A面EN--
むそうふういんしゅう	夢想封印　‐集‐	名詞	妖：霊夢A(霊符)の低速ボム // 永：霊夢 4A面EN--
むそうふういんしゅう	霊符「夢想封印　集」	名詞	妖：霊夢A(霊符)の低速ボム // 永：霊夢 4A面EN--
むそうふういんしゅう	夢想封印　集	名詞	妖：霊夢A(霊符)の低速ボム // 永：霊夢 4A面EN--
むそうふういんしゅん	神霊「夢想封印　瞬」	名詞	永：霊夢 4A面-NHL、自機ラストスペル
むそうふういんしゅん	夢想封印　瞬	名詞	永：霊夢 4A面-NHL、自機ラストスペル / 非：霊夢のストーリースペル
むそうふういんせき	散霊「夢想封印　寂」	名詞	永：霊夢 4A面--HL
むそうふういんせき	夢想封印　寂	名詞	永：霊夢 4A面--HL
むそうふういんわび	回霊「夢想封印　侘」	名詞	永：霊夢 4A面--HL
むそうふういんわび	夢想封印　侘	名詞	永：霊夢 4A面--HL
むそうふうじん	「無双風神」	名詞	風：文 4面---L
むそうふうじん	無双風神	名詞	風：文 4面---L
